#entry
idx,mode,target_is_current,reason_is_gcs,gcs_enabled,mode_exists,armed,land_complete,new_manual_thr,new_is_drift,cur_manual_thr,pilot_thr,non_takeoff_thr,new_requires_pos,position_ok,ekf_alt_ok,in_rc_failsafe,new_allows_rc_fs,result,reason
536,LOITER,1,0,1,1,0,0,0,0,0,1062584790,1043542835,1,1,0,0,1,2,-
537,LOITER,0,0,1,1,0,0,0,0,1,1062584790,1043542835,1,1,0,0,1,1,-
538,LOITER,1,0,1,1,0,0,0,0,0,1062584790,1043542835,1,1,0,1,1,2,-
539,LOITER,0,0,1,1,0,0,0,0,1,1062584790,1043542835,1,1,0,1,1,1,-
540,LOITER,1,0,1,1,0,0,0,0,0,1062584790,1043542835,1,1,1,0,1,2,-
541,LOITER,0,0,1,1,0,0,0,0,1,1062584790,1043542835,1,1,1,0,1,1,-
542,LOITER,1,0,1,1,0,0,0,0,0,1062584790,1043542835,1,1,1,1,1,2,-
543,LOITER,0,0,1,1,0,0,0,0,1,1062584790,1043542835,1,1,1,1,1,1,-
544,LOITER,1,0,1,1,0,1,0,0,0,0,1043542835,1,0,0,0,1,2,-
545,LOITER,0,0,1,1,0,1,0,0,1,0,1043542835,1,0,0,0,1,1,-
546,LOITER,1,0,1,1,0,1,0,0,0,0,1043542835,1,0,0,1,1,2,-
547,LOITER,0,0,1,1,0,1,0,0,1,0,1043542835,1,0,0,1,1,1,-
548,LOITER,1,0,1,1,0,1,0,0,0,0,1043542835,1,0,1,0,1,2,-
549,LOITER,0,0,1,1,0,1,0,0,1,0,1043542835,1,0,1,0,1,1,-
550,LOITER,1,0,1,1,0,1,0,0,0,0,1043542835,1,0,1,1,1,2,-
551,LOITER,0,0,1,1,0,1,0,0,1,0,1043542835,1,0,1,1,1,1,-
552,LOITER,1,0,1,1,0,1,0,0,0,0,1043542835,1,1,0,0,1,2,-
553,LOITER,0,0,1,1,0,1,0,0,1,0,1043542835,1,1,0,0,1,1,-
554,LOITER,1,0,1,1,0,1,0,0,0,0,1043542835,1,1,0,1,1,2,-
555,LOITER,0,0,1,1,0,1,0,0,1,0,1043542835,1,1,0,1,1,1,-
556,LOITER,1,0,1,1,0,1,0,0,0,0,1043542835,1,1,1,0,1,2,-
557,LOITER,0,0,1,1,0,1,0,0,1,0,1043542835,1,1,1,0,1,1,-
558,LOITER,1,0,1,1,0,1,0,0,0,0,1043542835,1,1,1,1,1,2,-
559,LOITER,0,0,1,1,0,1,0,0,1,0,1043542835,1,1,1,1,1,1,-
560,LOITER,1,0,1,1,0,1,0,0,0,1062584790,1043542835,1,0,0,0,1,2,-
561,LOITER,0,0,1,1,0,1,0,0,1,1062584790,1043542835,1,0,0,0,1,1,-
562,LOITER,1,0,1,1,0,1,0,0,0,1062584790,1043542835,1,0,0,1,1,2,-
563,LOITER,0,0,1,1,0,1,0,0,1,1062584790,1043542835,1,0,0,1,1,1,-
564,LOITER,1,0,1,1,0,1,0,0,0,1062584790,1043542835,1,0,1,0,1,2,-
565,LOITER,0,0,1,1,0,1,0,0,1,1062584790,1043542835,1,0,1,0,1,1,-
566,LOITER,1,0,1,1,0,1,0,0,0,1062584790,1043542835,1,0,1,1,1,2,-
567,LOITER,0,0,1,1,0,1,0,0,1,1062584790,1043542835,1,0,1,1,1,1,-
568,LOITER,1,0,1,1,0,1,0,0,0,1062584790,1043542835,1,1,0,0,1,2,-
569,LOITER,0,0,1,1,0,1,0,0,1,1062584790,1043542835,1,1,0,0,1,1,-
570,LOITER,1,0,1,1,0,1,0,0,0,1062584790,1043542835,1,1,0,1,1,2,-
571,LOITER,0,0,1,1,0,1,0,0,1,1062584790,1043542835,1,1,0,1,1,1,-
572,LOITER,1,0,1,1,0,1,0,0,0,1062584790,1043542835,1,1,1,0,1,2,-
573,LOITER,0,0,1,1,0,1,0,0,1,1062584790,1043542835,1,1,1,0,1,1,-
574,LOITER,1,0,1,1,0,1,0,0,0,1062584790,1043542835,1,1,1,1,1,2,-
575,LOITER,0,0,1,1,0,1,0,0,1,1062584790,1043542835,1,1,1,1,1,1,-
576,LOITER,1,0,1,1,1,0,0,0,0,0,1043542835,1,0,0,0,1,2,-
577,LOITER,0,0,1,1,1,0,0,0,1,0,1043542835,1,0,0,0,1,0,requires position
578,LOITER,1,0,1,1,1,0,0,0,0,0,1043542835,1,0,0,1,1,2,-
579,LOITER,0,0,1,1,1,0,0,0,1,0,1043542835,1,0,0,1,1,0,requires position
580,LOITER,1,0,1,1,1,0,0,0,0,0,1043542835,1,0,1,0,1,2,-
581,LOITER,0,0,1,1,1,0,0,0,1,0,1043542835,1,0,1,0,1,0,requires position
582,LOITER,1,0,1,1,1,0,0,0,0,0,1043542835,1,0,1,1,1,2,-
583,LOITER,0,0,1,1,1,0,0,0,1,0,1043542835,1,0,1,1,1,0,requires position
584,LOITER,1,0,1,1,1,0,0,0,0,0,1043542835,1,1,0,0,1,2,-
585,LOITER,0,0,1,1,1,0,0,0,1,0,1043542835,1,1,0,0,1,0,need alt estimate
586,LOITER,1,0,1,1,1,0,0,0,0,0,1043542835,1,1,0,1,1,2,-
587,LOITER,0,0,1,1,1,0,0,0,1,0,1043542835,1,1,0,1,1,0,need alt estimate
588,LOITER,1,0,1,1,1,0,0,0,0,0,1043542835,1,1,1,0,1,2,-
589,LOITER,0,0,1,1,1,0,0,0,1,0,1043542835,1,1,1,0,1,1,-
590,LOITER,1,0,1,1,1,0,0,0,0,0,1043542835,1,1,1,1,1,2,-
591,LOITER,0,0,1,1,1,0,0,0,1,0,1043542835,1,1,1,1,1,1,-
592,LOITER,1,0,1,1,1,0,0,0,0,1062584790,1043542835,1,0,0,0,1,2,-
593,LOITER,0,0,1,1,1,0,0,0,1,1062584790,1043542835,1,0,0,0,1,0,requires position
594,LOITER,1,0,1,1,1,0,0,0,0,1062584790,1043542835,1,0,0,1,1,2,-
595,LOITER,0,0,1,1,1,0,0,0,1,1062584790,1043542835,1,0,0,1,1,0,requires position
596,LOITER,1,0,1,1,1,0,0,0,0,1062584790,1043542835,1,0,1,0,1,2,-
597,LOITER,0,0,1,1,1,0,0,0,1,1062584790,1043542835,1,0,1,0,1,0,requires position
598,LOITER,1,0,1,1,1,0,0,0,0,1062584790,1043542835,1,0,1,1,1,2,-
599,LOITER,0,0,1,1,1,0,0,0,1,1062584790,1043542835,1,0,1,1,1,0,requires position
600,LOITER,1,0,1,1,1,0,0,0,0,1062584790,1043542835,1,1,0,0,1,2,-
601,LOITER,0,0,1,1,1,0,0,0,1,1062584790,1043542835,1,1,0,0,1,0,need alt estimate
602,LOITER,1,0,1,1,1,0,0,0,0,1062584790,1043542835,1,1,0,1,1,2,-
603,LOITER,0,0,1,1,1,0,0,0,1,1062584790,1043542835,1,1,0,1,1,0,need alt estimate
604,LOITER,1,0,1,1,1,0,0,0,0,1062584790,1043542835,1,1,1,0,1,2,-
605,LOITER,0,0,1,1,1,0,0,0,1,1062584790,1043542835,1,1,1,0,1,1,-
606,LOITER,1,0,1,1,1,0,0,0,0,1062584790,1043542835,1,1,1,1,1,2,-
607,LOITER,0,0,1,1,1,0,0,0,1,1062584790,1043542835,1,1,1,1,1,1,-
608,LOITER,1,0,1,1,1,1,0,0,0,0,1043542835,1,0,0,0,1,2,-
609,LOITER,0,0,1,1,1,1,0,0,1,0,1043542835,1,0,0,0,1,0,requires position
610,LOITER,1,0,1,1,1,1,0,0,0,0,1043542835,1,0,0,1,1,2,-
611,LOITER,0,0,1,1,1,1,0,0,1,0,1043542835,1,0,0,1,1,0,requires position
612,LOITER,1,0,1,1,1,1,0,0,0,0,1043542835,1,0,1,0,1,2,-
613,LOITER,0,0,1,1,1,1,0,0,1,0,1043542835,1,0,1,0,1,0,requires position
614,LOITER,1,0,1,1,1,1,0,0,0,0,1043542835,1,0,1,1,1,2,-
615,LOITER,0,0,1,1,1,1,0,0,1,0,1043542835,1,0,1,1,1,0,requires position
616,LOITER,1,0,1,1,1,1,0,0,0,0,1043542835,1,1,0,0,1,2,-
617,LOITER,0,0,1,1,1,1,0,0,1,0,1043542835,1,1,0,0,1,0,need alt estimate
618,LOITER,1,0,1,1,1,1,0,0,0,0,1043542835,1,1,0,1,1,2,-
619,LOITER,0,0,1,1,1,1,0,0,1,0,1043542835,1,1,0,1,1,0,need alt estimate
620,LOITER,1,0,1,1,1,1,0,0,0,0,1043542835,1,1,1,0,1,2,-
621,LOITER,0,0,1,1,1,1,0,0,1,0,1043542835,1,1,1,0,1,1,-
622,LOITER,1,0,1,1,1,1,0,0,0,0,1043542835,1,1,1,1,1,2,-
623,LOITER,0,0,1,1,1,1,0,0,1,0,1043542835,1,1,1,1,1,1,-
624,LOITER,1,0,1,1,1,1,0,0,0,1062584790,1043542835,1,0,0,0,1,2,-
625,LOITER,0,0,1,1,1,1,0,0,1,1062584790,1043542835,1,0,0,0,1,0,requires position
626,LOITER,1,0,1,1,1,1,0,0,0,1062584790,1043542835,1,0,0,1,1,2,-
627,LOITER,0,0,1,1,1,1,0,0,1,1062584790,1043542835,1,0,0,1,1,0,requires position
628,LOITER,1,0,1,1,1,1,0,0,0,1062584790,1043542835,1,0,1,0,1,2,-
629,LOITER,0,0,1,1,1,1,0,0,1,1062584790,1043542835,1,0,1,0,1,0,requires position
630,LOITER,1,0,1,1,1,1,0,0,0,1062584790,1043542835,1,0,1,1,1,2,-
631,LOITER,0,0,1,1,1,1,0,0,1,1062584790,1043542835,1,0,1,1,1,0,requires position
632,LOITER,1,0,1,1,1,1,0,0,0,1062584790,1043542835,1,1,0,0,1,2,-
633,LOITER,0,0,1,1,1,1,0,0,1,1062584790,1043542835,1,1,0,0,1,0,need alt estimate
634,LOITER,1,0,1,1,1,1,0,0,0,1062584790,1043542835,1,1,0,1,1,2,-
635,LOITER,0,0,1,1,1,1,0,0,1,1062584790,1043542835,1,1,0,1,1,0,need alt estimate
636,LOITER,1,0,1,1,1,1,0,0,0,1062584790,1043542835,1,1,1,0,1,2,-
637,LOITER,0,0,1,1,1,1,0,0,1,1062584790,1043542835,1,1,1,0,1,1,-
638,LOITER,1,0,1,1,1,1,0,0,0,1062584790,1043542835,1,1,1,1,1,2,-
639,LOITER,0,0,1,1,1,1,0,0,1,1062584790,1043542835,1,1,1,1,1,1,-
640,LOITER,1,1,0,1,0,0,0,0,0,0,1043542835,1,0,0,0,1,2,-
641,LOITER,0,1,0,1,0,0,0,0,1,0,1043542835,1,0,0,0,1,0,GCS entry disabled (FLTMODE_GCSBLOCK)
642,LOITER,1,1,0,1,0,0,0,0,0,0,1043542835,1,0,0,1,1,2,-
643,LOITER,0,1,0,1,0,0,0,0,1,0,1043542835,1,0,0,1,1,0,GCS entry disabled (FLTMODE_GCSBLOCK)
644,LOITER,1,1,0,1,0,0,0,0,0,0,1043542835,1,0,1,0,1,2,-
645,LOITER,0,1,0,1,0,0,0,0,1,0,1043542835,1,0,1,0,1,0,GCS entry disabled (FLTMODE_GCSBLOCK)
646,LOITER,1,1,0,1,0,0,0,0,0,0,1043542835,1,0,1,1,1,2,-
647,LOITER,0,1,0,1,0,0,0,0,1,0,1043542835,1,0,1,1,1,0,GCS entry disabled (FLTMODE_GCSBLOCK)
648,LOITER,1,1,0,1,0,0,0,0,0,0,1043542835,1,1,0,0,1,2,-
649,LOITER,0,1,0,1,0,0,0,0,1,0,1043542835,1,1,0,0,1,0,GCS entry disabled (FLTMODE_GCSBLOCK)
650,LOITER,1,1,0,1,0,0,0,0,0,0,1043542835,1,1,0,1,1,2,-
651,LOITER,0,1,0,1,0,0,0,0,1,0,1043542835,1,1,0,1,1,0,GCS entry disabled (FLTMODE_GCSBLOCK)
652,LOITER,1,1,0,1,0,0,0,0,0,0,1043542835,1,1,1,0,1,2,-
653,LOITER,0,1,0,1,0,0,0,0,1,0,1043542835,1,1,1,0,1,0,GCS entry disabled (FLTMODE_GCSBLOCK)
654,LOITER,1,1,0,1,0,0,0,0,0,0,1043542835,1,1,1,1,1,2,-
655,LOITER,0,1,0,1,0,0,0,0,1,0,1043542835,1,1,1,1,1,0,GCS entry disabled (FLTMODE_GCSBLOCK)
656,LOITER,1,1,0,1,0,0,0,0,0,1062584790,1043542835,1,0,0,0,1,2,-
657,LOITER,0,1,0,1,0,0,0,0,1,1062584790,1043542835,1,0,0,0,1,0,GCS entry disabled (FLTMODE_GCSBLOCK)
658,LOITER,1,1,0,1,0,0,0,0,0,1062584790,1043542835,1,0,0,1,1,2,-
659,LOITER,0,1,0,1,0,0,0,0,1,1062584790,1043542835,1,0,0,1,1,0,GCS entry disabled (FLTMODE_GCSBLOCK)
660,LOITER,1,1,0,1,0,0,0,0,0,1062584790,1043542835,1,0,1,0,1,2,-
661,LOITER,0,1,0,1,0,0,0,0,1,1062584790,1043542835,1,0,1,0,1,0,GCS entry disabled (FLTMODE_GCSBLOCK)
662,LOITER,1,1,0,1,0,0,0,0,0,1062584790,1043542835,1,0,1,1,1,2,-
663,LOITER,0,1,0,1,0,0,0,0,1,1062584790,1043542835,1,0,1,1,1,0,GCS entry disabled (FLTMODE_GCSBLOCK)
664,LOITER,1,1,0,1,0,0,0,0,0,1062584790,1043542835,1,1,0,0,1,2,-
665,LOITER,0,1,0,1,0,0,0,0,1,1062584790,1043542835,1,1,0,0,1,0,GCS entry disabled (FLTMODE_GCSBLOCK)
666,LOITER,1,1,0,1,0,0,0,0,0,1062584790,1043542835,1,1,0,1,1,2,-
667,LOITER,0,1,0,1,0,0,0,0,1,1062584790,1043542835,1,1,0,1,1,0,GCS entry disabled (FLTMODE_GCSBLOCK)
668,LOITER,1,1,0,1,0,0,0,0,0,1062584790,1043542835,1,1,1,0,1,2,-
669,LOITER,0,1,0,1,0,0,0,0,1,1062584790,1043542835,1,1,1,0,1,0,GCS entry disabled (FLTMODE_GCSBLOCK)
670,LOITER,1,1,0,1,0,0,0,0,0,1062584790,1043542835,1,1,1,1,1,2,-
671,LOITER,0,1,0,1,0,0,0,0,1,1062584790,1043542835,1,1,1,1,1,0,GCS entry disabled (FLTMODE_GCSBLOCK)
672,LOITER,1,1,0,1,0,1,0,0,0,0,1043542835,1,0,0,0,1,2,-
673,LOITER,0,1,0,1,0,1,0,0,1,0,1043542835,1,0,0,0,1,0,GCS entry disabled (FLTMODE_GCSBLOCK)
674,LOITER,1,1,0,1,0,1,0,0,0,0,1043542835,1,0,0,1,1,2,-
675,LOITER,0,1,0,1,0,1,0,0,1,0,1043542835,1,0,0,1,1,0,GCS entry disabled (FLTMODE_GCSBLOCK)
676,LOITER,1,1,0,1,0,1,0,0,0,0,1043542835,1,0,1,0,1,2,-
677,LOITER,0,1,0,1,0,1,0,0,1,0,1043542835,1,0,1,0,1,0,GCS entry disabled (FLTMODE_GCSBLOCK)
678,LOITER,1,1,0,1,0,1,0,0,0,0,1043542835,1,0,1,1,1,2,-
679,LOITER,0,1,0,1,0,1,0,0,1,0,1043542835,1,0,1,1,1,0,GCS entry disabled (FLTMODE_GCSBLOCK)
680,LOITER,1,1,0,1,0,1,0,0,0,0,1043542835,1,1,0,0,1,2,-
681,LOITER,0,1,0,1,0,1,0,0,1,0,1043542835,1,1,0,0,1,0,GCS entry disabled (FLTMODE_GCSBLOCK)
682,LOITER,1,1,0,1,0,1,0,0,0,0,1043542835,1,1,0,1,1,2,-
683,LOITER,0,1,0,1,0,1,0,0,1,0,1043542835,1,1,0,1,1,0,GCS entry disabled (FLTMODE_GCSBLOCK)
684,LOITER,1,1,0,1,0,1,0,0,0,0,1043542835,1,1,1,0,1,2,-
685,LOITER,0,1,0,1,0,1,0,0,1,0,1043542835,1,1,1,0,1,0,GCS entry disabled (FLTMODE_GCSBLOCK)
686,LOITER,1,1,0,1,0,1,0,0,0,0,1043542835,1,1,1,1,1,2,-
687,LOITER,0,1,0,1,0,1,0,0,1,0,1043542835,1,1,1,1,1,0,GCS entry disabled (FLTMODE_GCSBLOCK)
688,LOITER,1,1,0,1,0,1,0,0,0,1062584790,1043542835,1,0,0,0,1,2,-
689,LOITER,0,1,0,1,0,1,0,0,1,1062584790,1043542835,1,0,0,0,1,0,GCS entry disabled (FLTMODE_GCSBLOCK)
690,LOITER,1,1,0,1,0,1,0,0,0,1062584790,1043542835,1,0,0,1,1,2,-
691,LOITER,0,1,0,1,0,1,0,0,1,1062584790,1043542835,1,0,0,1,1,0,GCS entry disabled (FLTMODE_GCSBLOCK)
692,LOITER,1,1,0,1,0,1,0,0,0,1062584790,1043542835,1,0,1,0,1,2,-
693,LOITER,0,1,0,1,0,1,0,0,1,1062584790,1043542835,1,0,1,0,1,0,GCS entry disabled (FLTMODE_GCSBLOCK)
694,LOITER,1,1,0,1,0,1,0,0,0,1062584790,1043542835,1,0,1,1,1,2,-
695,LOITER,0,1,0,1,0,1,0,0,1,1062584790,1043542835,1,0,1,1,1,0,GCS entry disabled (FLTMODE_GCSBLOCK)
696,LOITER,1,1,0,1,0,1,0,0,0,1062584790,1043542835,1,1,0,0,1,2,-
697,LOITER,0,1,0,1,0,1,0,0,1,1062584790,1043542835,1,1,0,0,1,0,GCS entry disabled (FLTMODE_GCSBLOCK)
698,LOITER,1,1,0,1,0,1,0,0,0,1062584790,1043542835,1,1,0,1,1,2,-
699,LOITER,0,1,0,1,0,1,0,0,1,1062584790,1043542835,1,1,0,1,1,0,GCS entry disabled (FLTMODE_GCSBLOCK)
700,LOITER,1,1,0,1,0,1,0,0,0,1062584790,1043542835,1,1,1,0,1,2,-
701,LOITER,0,1,0,1,0,1,0,0,1,1062584790,1043542835,1,1,1,0,1,0,GCS entry disabled (FLTMODE_GCSBLOCK)
702,LOITER,1,1,0,1,0,1,0,0,0,1062584790,1043542835,1,1,1,1,1,2,-
703,LOITER,0,1,0,1,0,1,0,0,1,1062584790,1043542835,1,1,1,1,1,0,GCS entry disabled (FLTMODE_GCSBLOCK)
704,LOITER,1,1,0,1,1,0,0,0,0,0,1043542835,1,0,0,0,1,2,-
705,LOITER,0,1,0,1,1,0,0,0,1,0,1043542835,1,0,0,0,1,0,GCS entry disabled (FLTMODE_GCSBLOCK)
706,LOITER,1,1,0,1,1,0,0,0,0,0,1043542835,1,0,0,1,1,2,-
707,LOITER,0,1,0,1,1,0,0,0,1,0,1043542835,1,0,0,1,1,0,GCS entry disabled (FLTMODE_GCSBLOCK)
708,LOITER,1,1,0,1,1,0,0,0,0,0,1043542835,1,0,1,0,1,2,-
709,LOITER,0,1,0,1,1,0,0,0,1,0,1043542835,1,0,1,0,1,0,GCS entry disabled (FLTMODE_GCSBLOCK)
710,LOITER,1,1,0,1,1,0,0,0,0,0,1043542835,1,0,1,1,1,2,-
711,LOITER,0,1,0,1,1,0,0,0,1,0,1043542835,1,0,1,1,1,0,GCS entry disabled (FLTMODE_GCSBLOCK)
712,LOITER,1,1,0,1,1,0,0,0,0,0,1043542835,1,1,0,0,1,2,-
713,LOITER,0,1,0,1,1,0,0,0,1,0,1043542835,1,1,0,0,1,0,GCS entry disabled (FLTMODE_GCSBLOCK)
714,LOITER,1,1,0,1,1,0,0,0,0,0,1043542835,1,1,0,1,1,2,-
715,LOITER,0,1,0,1,1,0,0,0,1,0,1043542835,1,1,0,1,1,0,GCS entry disabled (FLTMODE_GCSBLOCK)
716,LOITER,1,1,0,1,1,0,0,0,0,0,1043542835,1,1,1,0,1,2,-
717,LOITER,0,1,0,1,1,0,0,0,1,0,1043542835,1,1,1,0,1,0,GCS entry disabled (FLTMODE_GCSBLOCK)
718,LOITER,1,1,0,1,1,0,0,0,0,0,1043542835,1,1,1,1,1,2,-
719,LOITER,0,1,0,1,1,0,0,0,1,0,1043542835,1,1,1,1,1,0,GCS entry disabled (FLTMODE_GCSBLOCK)
720,LOITER,1,1,0,1,1,0,0,0,0,1062584790,1043542835,1,0,0,0,1,2,-
721,LOITER,0,1,0,1,1,0,0,0,1,1062584790,1043542835,1,0,0,0,1,0,GCS entry disabled (FLTMODE_GCSBLOCK)
722,LOITER,1,1,0,1,1,0,0,0,0,1062584790,1043542835,1,0,0,1,1,2,-
723,LOITER,0,1,0,1,1,0,0,0,1,1062584790,1043542835,1,0,0,1,1,0,GCS entry disabled (FLTMODE_GCSBLOCK)
724,LOITER,1,1,0,1,1,0,0,0,0,1062584790,1043542835,1,0,1,0,1,2,-
725,LOITER,0,1,0,1,1,0,0,0,1,1062584790,1043542835,1,0,1,0,1,0,GCS entry disabled (FLTMODE_GCSBLOCK)
726,LOITER,1,1,0,1,1,0,0,0,0,1062584790,1043542835,1,0,1,1,1,2,-
727,LOITER,0,1,0,1,1,0,0,0,1,1062584790,1043542835,1,0,1,1,1,0,GCS entry disabled (FLTMODE_GCSBLOCK)
728,LOITER,1,1,0,1,1,0,0,0,0,1062584790,1043542835,1,1,0,0,1,2,-
729,LOITER,0,1,0,1,1,0,0,0,1,1062584790,1043542835,1,1,0,0,1,0,GCS entry disabled (FLTMODE_GCSBLOCK)
730,LOITER,1,1,0,1,1,0,0,0,0,1062584790,1043542835,1,1,0,1,1,2,-
731,LOITER,0,1,0,1,1,0,0,0,1,1062584790,1043542835,1,1,0,1,1,0,GCS entry disabled (FLTMODE_GCSBLOCK)
732,LOITER,1,1,0,1,1,0,0,0,0,1062584790,1043542835,1,1,1,0,1,2,-
733,LOITER,0,1,0,1,1,0,0,0,1,1062584790,1043542835,1,1,1,0,1,0,GCS entry disabled (FLTMODE_GCSBLOCK)
734,LOITER,1,1,0,1,1,0,0,0,0,1062584790,1043542835,1,1,1,1,1,2,-
735,LOITER,0,1,0,1,1,0,0,0,1,1062584790,1043542835,1,1,1,1,1,0,GCS entry disabled (FLTMODE_GCSBLOCK)
736,LOITER,1,1,0,1,1,1,0,0,0,0,1043542835,1,0,0,0,1,2,-
737,LOITER,0,1,0,1,1,1,0,0,1,0,1043542835,1,0,0,0,1,0,GCS entry disabled (FLTMODE_GCSBLOCK)
738,LOITER,1,1,0,1,1,1,0,0,0,0,1043542835,1,0,0,1,1,2,-
739,LOITER,0,1,0,1,1,1,0,0,1,0,1043542835,1,0,0,1,1,0,GCS entry disabled (FLTMODE_GCSBLOCK)
740,LOITER,1,1,0,1,1,1,0,0,0,0,1043542835,1,0,1,0,1,2,-
741,LOITER,0,1,0,1,1,1,0,0,1,0,1043542835,1,0,1,0,1,0,GCS entry disabled (FLTMODE_GCSBLOCK)
742,LOITER,1,1,0,1,1,1,0,0,0,0,1043542835,1,0,1,1,1,2,-
743,LOITER,0,1,0,1,1,1,0,0,1,0,1043542835,1,0,1,1,1,0,GCS entry disabled (FLTMODE_GCSBLOCK)
744,LOITER,1,1,0,1,1,1,0,0,0,0,1043542835,1,1,0,0,1,2,-
745,LOITER,0,1,0,1,1,1,0,0,1,0,1043542835,1,1,0,0,1,0,GCS entry disabled (FLTMODE_GCSBLOCK)
746,LOITER,1,1,0,1,1,1,0,0,0,0,1043542835,1,1,0,1,1,2,-
747,LOITER,0,1,0,1,1,1,0,0,1,0,1043542835,1,1,0,1,1,0,GCS entry disabled (FLTMODE_GCSBLOCK)
748,LOITER,1,1,0,1,1,1,0,0,0,0,1043542835,1,1,1,0,1,2,-
749,LOITER,0,1,0,1,1,1,0,0,1,0,1043542835,1,1,1,0,1,0,GCS entry disabled (FLTMODE_GCSBLOCK)
750,LOITER,1,1,0,1,1,1,0,0,0,0,1043542835,1,1,1,1,1,2,-
751,LOITER,0,1,0,1,1,1,0,0,1,0,1043542835,1,1,1,1,1,0,GCS entry disabled (FLTMODE_GCSBLOCK)
752,LOITER,1,1,0,1,1,1,0,0,0,1062584790,1043542835,1,0,0,0,1,2,-
753,LOITER,0,1,0,1,1,1,0,0,1,1062584790,1043542835,1,0,0,0,1,0,GCS entry disabled (FLTMODE_GCSBLOCK)
754,LOITER,1,1,0,1,1,1,0,0,0,1062584790,1043542835,1,0,0,1,1,2,-
755,LOITER,0,1,0,1,1,1,0,0,1,1062584790,1043542835,1,0,0,1,1,0,GCS entry disabled (FLTMODE_GCSBLOCK)
756,LOITER,1,1,0,1,1,1,0,0,0,1062584790,1043542835,1,0,1,0,1,2,-
757,LOITER,0,1,0,1,1,1,0,0,1,1062584790,1043542835,1,0,1,0,1,0,GCS entry disabled (FLTMODE_GCSBLOCK)
758,LOITER,1,1,0,1,1,1,0,0,0,1062584790,1043542835,1,0,1,1,1,2,-
759,LOITER,0,1,0,1,1,1,0,0,1,1062584790,1043542835,1,0,1,1,1,0,GCS entry disabled (FLTMODE_GCSBLOCK)
760,LOITER,1,1,0,1,1,1,0,0,0,1062584790,1043542835,1,1,0,0,1,2,-
761,LOITER,0,1,0,1,1,1,0,0,1,1062584790,1043542835,1,1,0,0,1,0,GCS entry disabled (FLTMODE_GCSBLOCK)
762,LOITER,1,1,0,1,1,1,0,0,0,1062584790,1043542835,1,1,0,1,1,2,-
763,LOITER,0,1,0,1,1,1,0,0,1,1062584790,1043542835,1,1,0,1,1,0,GCS entry disabled (FLTMODE_GCSBLOCK)
764,LOITER,1,1,0,1,1,1,0,0,0,1062584790,1043542835,1,1,1,0,1,2,-
765,LOITER,0,1,0,1,1,1,0,0,1,1062584790,1043542835,1,1,1,0,1,0,GCS entry disabled (FLTMODE_GCSBLOCK)
766,LOITER,1,1,0,1,1,1,0,0,0,1062584790,1043542835,1,1,1,1,1,2,-
767,LOITER,0,1,0,1,1,1,0,0,1,1062584790,1043542835,1,1,1,1,1,0,GCS entry disabled (FLTMODE_GCSBLOCK)
768,LAND,0,0,1,1,0,0,0,0,0,0,1043542835,0,0,0,0,1,1,-
769,LAND,0,0,1,1,0,0,0,0,1,0,1043542835,0,0,0,0,1,1,-
770,LAND,0,0,1,1,0,0,0,0,0,0,1043542835,0,0,0,1,1,1,-
771,LAND,0,0,1,1,0,0,0,0,1,0,1043542835,0,0,0,1,1,1,-
772,LAND,0,0,1,1,0,0,0,0,0,0,1043542835,0,0,1,0,1,1,-
773,LAND,0,0,1,1,0,0,0,0,1,0,1043542835,0,0,1,0,1,1,-
774,LAND,0,0,1,1,0,0,0,0,0,0,1043542835,0,0,1,1,1,1,-
775,LAND,0,0,1,1,0,0,0,0,1,0,1043542835,0,0,1,1,1,1,-
776,LAND,0,0,1,1,0,0,0,0,0,0,1043542835,0,1,0,0,1,1,-
777,LAND,0,0,1,1,0,0,0,0,1,0,1043542835,0,1,0,0,1,1,-
778,LAND,0,0,1,1,0,0,0,0,0,0,1043542835,0,1,0,1,1,1,-
779,LAND,0,0,1,1,0,0,0,0,1,0,1043542835,0,1,0,1,1,1,-
780,LAND,0,0,1,1,0,0,0,0,0,0,1043542835,0,1,1,0,1,1,-
781,LAND,0,0,1,1,0,0,0,0,1,0,1043542835,0,1,1,0,1,1,-
782,LAND,0,0,1,1,0,0,0,0,0,0,1043542835,0,1,1,1,1,1,-
783,LAND,0,0,1,1,0,0,0,0,1,0,1043542835,0,1,1,1,1,1,-
784,LAND,0,0,1,1,0,0,0,0,0,1062584790,1043542835,0,0,0,0,1,1,-
785,LAND,0,0,1,1,0,0,0,0,1,1062584790,1043542835,0,0,0,0,1,1,-
786,LAND,0,0,1,1,0,0,0,0,0,1062584790,1043542835,0,0,0,1,1,1,-
787,LAND,0,0,1,1,0,0,0,0,1,1062584790,1043542835,0,0,0,1,1,1,-
788,LAND,0,0,1,1,0,0,0,0,0,1062584790,1043542835,0,0,1,0,1,1,-
789,LAND,0,0,1,1,0,0,0,0,1,1062584790,1043542835,0,0,1,0,1,1,-
790,LAND,0,0,1,1,0,0,0,0,0,1062584790,1043542835,0,0,1,1,1,1,-
791,LAND,0,0,1,1,0,0,0,0,1,1062584790,1043542835,0,0,1,1,1,1,-
792,LAND,0,0,1,1,0,0,0,0,0,1062584790,1043542835,0,1,0,0,1,1,-
793,LAND,0,0,1,1,0,0,0,0,1,1062584790,1043542835,0,1,0,0,1,1,-
