#parameters
idx,enabled,fs_thr,rc3_min,fs_thr_value,fs_gcs,acro_roll,acro_pitch,angle_roll_p,angle_pitch_p,pilot_spd_up,adsb,passed,calls,messages
463,1,1,1000,905,2,1120272384,1065353216,1083179008,1083179008,1075838976,1,0,1,Check FS_THR_VALUE|Check FS_THR_VALUE
464,1,1,1000,905,2,1120272384,1065353216,1083179008,1083179008,0,0,0,1,Check FS_THR_VALUE|Check FS_THR_VALUE
465,1,1,1000,905,2,1120272384,1065353216,1083179008,1083179008,0,1,0,1,Check FS_THR_VALUE|Check FS_THR_VALUE
466,1,1,1000,905,2,1120272384,1065353216,1083179008,1083179008,3212836864,0,0,1,Check FS_THR_VALUE|Check FS_THR_VALUE
467,1,1,1000,905,2,1120272384,1065353216,1083179008,1083179008,3212836864,1,0,1,Check FS_THR_VALUE|Check FS_THR_VALUE
468,1,1,1000,975,0,1065353216,1065353216,1083179008,1083179008,1075838976,0,1,0,-|-
469,1,1,1000,975,0,1065353216,1065353216,1083179008,1083179008,1075838976,1,0,1,ADSB threat detected|ADSB threat detected
470,1,1,1000,975,0,1065353216,1065353216,1083179008,1083179008,0,0,0,1,Check PILOT_SPD_UP|Check PILOT_SPD_UP
471,1,1,1000,975,0,1065353216,1065353216,1083179008,1083179008,0,1,0,1,Check PILOT_SPD_UP|Check PILOT_SPD_UP
472,1,1,1000,975,0,1065353216,1065353216,1083179008,1083179008,3212836864,0,0,1,Check PILOT_SPD_UP|Check PILOT_SPD_UP
473,1,1,1000,975,0,1065353216,1065353216,1083179008,1083179008,3212836864,1,0,1,Check PILOT_SPD_UP|Check PILOT_SPD_UP
474,1,1,1000,975,0,3212836864,1065353216,1083179008,1083179008,1075838976,0,0,1,Check ACRO_BAL_ROLL/PITCH|Check ACRO_BAL_ROLL/PITCH
475,1,1,1000,975,0,3212836864,1065353216,1083179008,1083179008,1075838976,1,0,1,Check ACRO_BAL_ROLL/PITCH|Check ACRO_BAL_ROLL/PITCH
476,1,1,1000,975,0,3212836864,1065353216,1083179008,1083179008,0,0,0,1,Check ACRO_BAL_ROLL/PITCH|Check ACRO_BAL_ROLL/PITCH
477,1,1,1000,975,0,3212836864,1065353216,1083179008,1083179008,0,1,0,1,Check ACRO_BAL_ROLL/PITCH|Check ACRO_BAL_ROLL/PITCH
478,1,1,1000,975,0,3212836864,1065353216,1083179008,1083179008,3212836864,0,0,1,Check ACRO_BAL_ROLL/PITCH|Check ACRO_BAL_ROLL/PITCH
479,1,1,1000,975,0,3212836864,1065353216,1083179008,1083179008,3212836864,1,0,1,Check ACRO_BAL_ROLL/PITCH|Check ACRO_BAL_ROLL/PITCH
480,1,1,1000,975,0,1120272384,1065353216,1083179008,1083179008,1075838976,0,0,1,Check ACRO_BAL_ROLL/PITCH|Check ACRO_BAL_ROLL/PITCH
481,1,1,1000,975,0,1120272384,1065353216,1083179008,1083179008,1075838976,1,0,1,Check ACRO_BAL_ROLL/PITCH|Check ACRO_BAL_ROLL/PITCH
482,1,1,1000,975,0,1120272384,1065353216,1083179008,1083179008,0,0,0,1,Check ACRO_BAL_ROLL/PITCH|Check ACRO_BAL_ROLL/PITCH
483,1,1,1000,975,0,1120272384,1065353216,1083179008,1083179008,0,1,0,1,Check ACRO_BAL_ROLL/PITCH|Check ACRO_BAL_ROLL/PITCH
484,1,1,1000,975,0,1120272384,1065353216,1083179008,1083179008,3212836864,0,0,1,Check ACRO_BAL_ROLL/PITCH|Check ACRO_BAL_ROLL/PITCH
485,1,1,1000,975,0,1120272384,1065353216,1083179008,1083179008,3212836864,1,0,1,Check ACRO_BAL_ROLL/PITCH|Check ACRO_BAL_ROLL/PITCH
486,1,1,1000,975,2,1065353216,1065353216,1083179008,1083179008,1075838976,0,1,1,FS_GCS_ENABLE=2 removed, see FS_OPTIONS|FS_GCS_ENABLE=2 removed, see FS_OPTIONS
487,1,1,1000,975,2,1065353216,1065353216,1083179008,1083179008,1075838976,1,0,2,FS_GCS_ENABLE=2 removed, see FS_OPTIONS|ADSB threat detected
488,1,1,1000,975,2,1065353216,1065353216,1083179008,1083179008,0,0,0,2,FS_GCS_ENABLE=2 removed, see FS_OPTIONS|Check PILOT_SPD_UP
489,1,1,1000,975,2,1065353216,1065353216,1083179008,1083179008,0,1,0,2,FS_GCS_ENABLE=2 removed, see FS_OPTIONS|Check PILOT_SPD_UP
490,1,1,1000,975,2,1065353216,1065353216,1083179008,1083179008,3212836864,0,0,2,FS_GCS_ENABLE=2 removed, see FS_OPTIONS|Check PILOT_SPD_UP
491,1,1,1000,975,2,1065353216,1065353216,1083179008,1083179008,3212836864,1,0,2,FS_GCS_ENABLE=2 removed, see FS_OPTIONS|Check PILOT_SPD_UP
492,1,1,1000,975,2,3212836864,1065353216,1083179008,1083179008,1075838976,0,0,2,FS_GCS_ENABLE=2 removed, see FS_OPTIONS|Check ACRO_BAL_ROLL/PITCH
493,1,1,1000,975,2,3212836864,1065353216,1083179008,1083179008,1075838976,1,0,2,FS_GCS_ENABLE=2 removed, see FS_OPTIONS|Check ACRO_BAL_ROLL/PITCH
494,1,1,1000,975,2,3212836864,1065353216,1083179008,1083179008,0,0,0,2,FS_GCS_ENABLE=2 removed, see FS_OPTIONS|Check ACRO_BAL_ROLL/PITCH
495,1,1,1000,975,2,3212836864,1065353216,1083179008,1083179008,0,1,0,2,FS_GCS_ENABLE=2 removed, see FS_OPTIONS|Check ACRO_BAL_ROLL/PITCH
496,1,1,1000,975,2,3212836864,1065353216,1083179008,1083179008,3212836864,0,0,2,FS_GCS_ENABLE=2 removed, see FS_OPTIONS|Check ACRO_BAL_ROLL/PITCH
497,1,1,1000,975,2,3212836864,1065353216,1083179008,1083179008,3212836864,1,0,2,FS_GCS_ENABLE=2 removed, see FS_OPTIONS|Check ACRO_BAL_ROLL/PITCH
498,1,1,1000,975,2,1120272384,1065353216,1083179008,1083179008,1075838976,0,0,2,FS_GCS_ENABLE=2 removed, see FS_OPTIONS|Check ACRO_BAL_ROLL/PITCH
499,1,1,1000,975,2,1120272384,1065353216,1083179008,1083179008,1075838976,1,0,2,FS_GCS_ENABLE=2 removed, see FS_OPTIONS|Check ACRO_BAL_ROLL/PITCH
500,1,1,1000,975,2,1120272384,1065353216,1083179008,1083179008,0,0,0,2,FS_GCS_ENABLE=2 removed, see FS_OPTIONS|Check ACRO_BAL_ROLL/PITCH
501,1,1,1000,975,2,1120272384,1065353216,1083179008,1083179008,0,1,0,2,FS_GCS_ENABLE=2 removed, see FS_OPTIONS|Check ACRO_BAL_ROLL/PITCH
502,1,1,1000,975,2,1120272384,1065353216,1083179008,1083179008,3212836864,0,0,2,FS_GCS_ENABLE=2 removed, see FS_OPTIONS|Check ACRO_BAL_ROLL/PITCH
503,1,1,1000,975,2,1120272384,1065353216,1083179008,1083179008,3212836864,1,0,2,FS_GCS_ENABLE=2 removed, see FS_OPTIONS|Check ACRO_BAL_ROLL/PITCH
504,1,1,915,905,0,1065353216,1065353216,1083179008,1083179008,1075838976,0,0,1,Check FS_THR_VALUE|Check FS_THR_VALUE
505,1,1,915,905,0,1065353216,1065353216,1083179008,1083179008,1075838976,1,0,1,Check FS_THR_VALUE|Check FS_THR_VALUE
506,1,1,915,905,0,1065353216,1065353216,1083179008,1083179008,0,0,0,1,Check FS_THR_VALUE|Check FS_THR_VALUE
507,1,1,915,905,0,1065353216,1065353216,1083179008,1083179008,0,1,0,1,Check FS_THR_VALUE|Check FS_THR_VALUE
508,1,1,915,905,0,1065353216,1065353216,1083179008,1083179008,3212836864,0,0,1,Check FS_THR_VALUE|Check FS_THR_VALUE
509,1,1,915,905,0,1065353216,1065353216,1083179008,1083179008,3212836864,1,0,1,Check FS_THR_VALUE|Check FS_THR_VALUE
510,1,1,915,905,0,3212836864,1065353216,1083179008,1083179008,1075838976,0,0,1,Check FS_THR_VALUE|Check FS_THR_VALUE
511,1,1,915,905,0,3212836864,1065353216,1083179008,1083179008,1075838976,1,0,1,Check FS_THR_VALUE|Check FS_THR_VALUE
512,1,1,915,905,0,3212836864,1065353216,1083179008,1083179008,0,0,0,1,Check FS_THR_VALUE|Check FS_THR_VALUE
513,1,1,915,905,0,3212836864,1065353216,1083179008,1083179008,0,1,0,1,Check FS_THR_VALUE|Check FS_THR_VALUE
514,1,1,915,905,0,3212836864,1065353216,1083179008,1083179008,3212836864,0,0,1,Check FS_THR_VALUE|Check FS_THR_VALUE
515,1,1,915,905,0,3212836864,1065353216,1083179008,1083179008,3212836864,1,0,1,Check FS_THR_VALUE|Check FS_THR_VALUE
516,1,1,915,905,0,1120272384,1065353216,1083179008,1083179008,1075838976,0,0,1,Check FS_THR_VALUE|Check FS_THR_VALUE
517,1,1,915,905,0,1120272384,1065353216,1083179008,1083179008,1075838976,1,0,1,Check FS_THR_VALUE|Check FS_THR_VALUE
518,1,1,915,905,0,1120272384,1065353216,1083179008,1083179008,0,0,0,1,Check FS_THR_VALUE|Check FS_THR_VALUE
519,1,1,915,905,0,1120272384,1065353216,1083179008,1083179008,0,1,0,1,Check FS_THR_VALUE|Check FS_THR_VALUE
520,1,1,915,905,0,1120272384,1065353216,1083179008,1083179008,3212836864,0,0,1,Check FS_THR_VALUE|Check FS_THR_VALUE
521,1,1,915,905,0,1120272384,1065353216,1083179008,1083179008,3212836864,1,0,1,Check FS_THR_VALUE|Check FS_THR_VALUE
522,1,1,915,905,2,1065353216,1065353216,1083179008,1083179008,1075838976,0,0,1,Check FS_THR_VALUE|Check FS_THR_VALUE
523,1,1,915,905,2,1065353216,1065353216,1083179008,1083179008,1075838976,1,0,1,Check FS_THR_VALUE|Check FS_THR_VALUE
524,1,1,915,905,2,1065353216,1065353216,1083179008,1083179008,0,0,0,1,Check FS_THR_VALUE|Check FS_THR_VALUE
525,1,1,915,905,2,1065353216,1065353216,1083179008,1083179008,0,1,0,1,Check FS_THR_VALUE|Check FS_THR_VALUE
526,1,1,915,905,2,1065353216,1065353216,1083179008,1083179008,3212836864,0,0,1,Check FS_THR_VALUE|Check FS_THR_VALUE
527,1,1,915,905,2,1065353216,1065353216,1083179008,1083179008,3212836864,1,0,1,Check FS_THR_VALUE|Check FS_THR_VALUE
528,1,1,915,905,2,3212836864,1065353216,1083179008,1083179008,1075838976,0,0,1,Check FS_THR_VALUE|Check FS_THR_VALUE
529,1,1,915,905,2,3212836864,1065353216,1083179008,1083179008,1075838976,1,0,1,Check FS_THR_VALUE|Check FS_THR_VALUE
530,1,1,915,905,2,3212836864,1065353216,1083179008,1083179008,0,0,0,1,Check FS_THR_VALUE|Check FS_THR_VALUE
531,1,1,915,905,2,3212836864,1065353216,1083179008,1083179008,0,1,0,1,Check FS_THR_VALUE|Check FS_THR_VALUE
532,1,1,915,905,2,3212836864,1065353216,1083179008,1083179008,3212836864,0,0,1,Check FS_THR_VALUE|Check FS_THR_VALUE
533,1,1,915,905,2,3212836864,1065353216,1083179008,1083179008,3212836864,1,0,1,Check FS_THR_VALUE|Check FS_THR_VALUE
534,1,1,915,905,2,1120272384,1065353216,1083179008,1083179008,1075838976,0,0,1,Check FS_THR_VALUE|Check FS_THR_VALUE
535,1,1,915,905,2,1120272384,1065353216,1083179008,1083179008,1075838976,1,0,1,Check FS_THR_VALUE|Check FS_THR_VALUE
536,1,1,915,905,2,1120272384,1065353216,1083179008,1083179008,0,0,0,1,Check FS_THR_VALUE|Check FS_THR_VALUE
537,1,1,915,905,2,1120272384,1065353216,1083179008,1083179008,0,1,0,1,Check FS_THR_VALUE|Check FS_THR_VALUE
538,1,1,915,905,2,1120272384,1065353216,1083179008,1083179008,3212836864,0,0,1,Check FS_THR_VALUE|Check FS_THR_VALUE
539,1,1,915,905,2,1120272384,1065353216,1083179008,1083179008,3212836864,1,0,1,Check FS_THR_VALUE|Check FS_THR_VALUE
540,1,1,915,975,0,1065353216,1065353216,1083179008,1083179008,1075838976,0,0,1,Check FS_THR_VALUE|Check FS_THR_VALUE
541,1,1,915,975,0,1065353216,1065353216,1083179008,1083179008,1075838976,1,0,1,Check FS_THR_VALUE|Check FS_THR_VALUE
542,1,1,915,975,0,1065353216,1065353216,1083179008,1083179008,0,0,0,1,Check FS_THR_VALUE|Check FS_THR_VALUE
543,1,1,915,975,0,1065353216,1065353216,1083179008,1083179008,0,1,0,1,Check FS_THR_VALUE|Check FS_THR_VALUE
544,1,1,915,975,0,1065353216,1065353216,1083179008,1083179008,3212836864,0,0,1,Check FS_THR_VALUE|Check FS_THR_VALUE
545,1,1,915,975,0,1065353216,1065353216,1083179008,1083179008,3212836864,1,0,1,Check FS_THR_VALUE|Check FS_THR_VALUE
546,1,1,915,975,0,3212836864,1065353216,1083179008,1083179008,1075838976,0,0,1,Check FS_THR_VALUE|Check FS_THR_VALUE
547,1,1,915,975,0,3212836864,1065353216,1083179008,1083179008,1075838976,1,0,1,Check FS_THR_VALUE|Check FS_THR_VALUE
548,1,1,915,975,0,3212836864,1065353216,1083179008,1083179008,0,0,0,1,Check FS_THR_VALUE|Check FS_THR_VALUE
549,1,1,915,975,0,3212836864,1065353216,1083179008,1083179008,0,1,0,1,Check FS_THR_VALUE|Check FS_THR_VALUE
550,1,1,915,975,0,3212836864,1065353216,1083179008,1083179008,3212836864,0,0,1,Check FS_THR_VALUE|Check FS_THR_VALUE
551,1,1,915,975,0,3212836864,1065353216,1083179008,1083179008,3212836864,1,0,1,Check FS_THR_VALUE|Check FS_THR_VALUE
552,1,1,915,975,0,1120272384,1065353216,1083179008,1083179008,1075838976,0,0,1,Check FS_THR_VALUE|Check FS_THR_VALUE
553,1,1,915,975,0,1120272384,1065353216,1083179008,1083179008,1075838976,1,0,1,Check FS_THR_VALUE|Check FS_THR_VALUE
554,1,1,915,975,0,1120272384,1065353216,1083179008,1083179008,0,0,0,1,Check FS_THR_VALUE|Check FS_THR_VALUE
555,1,1,915,975,0,1120272384,1065353216,1083179008,1083179008,0,1,0,1,Check FS_THR_VALUE|Check FS_THR_VALUE
556,1,1,915,975,0,1120272384,1065353216,1083179008,1083179008,3212836864,0,0,1,Check FS_THR_VALUE|Check FS_THR_VALUE
557,1,1,915,975,0,1120272384,1065353216,1083179008,1083179008,3212836864,1,0,1,Check FS_THR_VALUE|Check FS_THR_VALUE
558,1,1,915,975,2,1065353216,1065353216,1083179008,1083179008,1075838976,0,0,1,Check FS_THR_VALUE|Check FS_THR_VALUE
559,1,1,915,975,2,1065353216,1065353216,1083179008,1083179008,1075838976,1,0,1,Check FS_THR_VALUE|Check FS_THR_VALUE
560,1,1,915,975,2,1065353216,1065353216,1083179008,1083179008,0,0,0,1,Check FS_THR_VALUE|Check FS_THR_VALUE
561,1,1,915,975,2,1065353216,1065353216,1083179008,1083179008,0,1,0,1,Check FS_THR_VALUE|Check FS_THR_VALUE
562,1,1,915,975,2,1065353216,1065353216,1083179008,1083179008,3212836864,0,0,1,Check FS_THR_VALUE|Check FS_THR_VALUE
563,1,1,915,975,2,1065353216,1065353216,1083179008,1083179008,3212836864,1,0,1,Check FS_THR_VALUE|Check FS_THR_VALUE
564,1,1,915,975,2,3212836864,1065353216,1083179008,1083179008,1075838976,0,0,1,Check FS_THR_VALUE|Check FS_THR_VALUE
565,1,1,915,975,2,3212836864,1065353216,1083179008,1083179008,1075838976,1,0,1,Check FS_THR_VALUE|Check FS_THR_VALUE
566,1,1,915,975,2,3212836864,1065353216,1083179008,1083179008,0,0,0,1,Check FS_THR_VALUE|Check FS_THR_VALUE
567,1,1,915,975,2,3212836864,1065353216,1083179008,1083179008,0,1,0,1,Check FS_THR_VALUE|Check FS_THR_VALUE
568,1,1,915,975,2,3212836864,1065353216,1083179008,1083179008,3212836864,0,0,1,Check FS_THR_VALUE|Check FS_THR_VALUE
569,1,1,915,975,2,3212836864,1065353216,1083179008,1083179008,3212836864,1,0,1,Check FS_THR_VALUE|Check FS_THR_VALUE
570,1,1,915,975,2,1120272384,1065353216,1083179008,1083179008,1075838976,0,0,1,Check FS_THR_VALUE|Check FS_THR_VALUE
571,1,1,915,975,2,1120272384,1065353216,1083179008,1083179008,1075838976,1,0,1,Check FS_THR_VALUE|Check FS_THR_VALUE
572,1,1,915,975,2,1120272384,1065353216,1083179008,1083179008,0,0,0,1,Check FS_THR_VALUE|Check FS_THR_VALUE
573,1,1,915,975,2,1120272384,1065353216,1083179008,1083179008,0,1,0,1,Check FS_THR_VALUE|Check FS_THR_VALUE
574,1,1,915,975,2,1120272384,1065353216,1083179008,1083179008,3212836864,0,0,1,Check FS_THR_VALUE|Check FS_THR_VALUE
575,1,1,915,975,2,1120272384,1065353216,1083179008,1083179008,3212836864,1,0,1,Check FS_THR_VALUE|Check FS_THR_VALUE
