#config
dt,angle_limit_tc,thr_mix_min,thr_mix_max,throttle_hover,throttle_thrust_max,cos_tilt,angle_boost_enabled,throttle_gain_boost
992204554,1065353216,1036831949,1056964608,1051931443,1064514355,1065353216,1,1058642330
#leanangle
step,throttle_in,lean_max
254,1059970204,1050093172,1058642330,1056139277,1041704564,1057132381,1061679006,0,0,1,1635,1075837514,3168561207,1009592274,3129169569,3154154830,3164136644,1011522812,1066938112,1066223100,1065297178,1063826804,1067450076,1064547980,1030012632,1004653408,1023319201,1024149134,1018977122,1030121018,1058642330,1072922215,1076090635
255,1059803658,1050306851,1058642330,1055906113,1041918243,1057132381,1061704172,0,0,1,1637,1075836214,3168048522,1008865647,3132388253,3153991534,3164057468,1011613299,1066933940,1066209069,1065276223,1063809355,1067449816,1064545386,1029916216,1006221752,1023319850,1024031103,1019224211,1030140575,1058642330,1072915539,1076090635
256,1059635988,1050519964,1058642330,1055671375,1042131356,1057132381,1061729338,0,0,1,1640,1075834505,3167528774,1008135787,3135605029,3153786267,3163974315,1011702451,1066929680,1066195016,1065255281,1063792025,1067449474,1064542894,1029819397,1007215852,1023319796,1023912327,1019470464,1030160099,1058642330,1072908723,1076090635
257,1059467211,1050732496,1058642330,1055435087,1042343888,1057132381,1061754504,0,0,1,1642,1075832387,3167002235,1007402898,3138079454,3153577298,3163887219,1011790256,1066925330,1066180941,1065234353,1063774814,1067449050,1064540505,1029722159,1008008632,1023319037,1023792815,1019715873,1030179587,1058642330,1072901763,1076090635
258,1059297345,1050944430,1058642330,1055197275,1042555822,1057132381,1061779669,0,0,1,1645,1075829859,3166469175,1006667204,3139685270,3153364679,3163796215,1011876707,1066920892,1066166847,1065213444,1063757724,1067448545,1064538218,1029624453,1008805714,1023317576,1023672573,1019960431,1030199041,1058642330,1072894663,1076090635
259,1059126408,1051155760,1058642330,1054957963,1042767152,1057132381,1061804835,0,0,1,1647,1075826922,3165929859,1005224902,3141289409,3153148455,3163701340,1011961795,1066916366,1066152731,1065192557,1063740757,1067447957,1064536035,1029526271,1009606924,1023315418,1023551607,1020204132,1030218466,1058642330,1072887421,1076090635
260,1058954415,1051366476,1058642330,1054717173,1042977868,1057132381,1061830001,0,0,1,1650,1075823576,3165384565,1003743649,3142891620,3152928672,3163602631,1012045510,1066911752,1066138596,1065171695,1063723912,1067447288,1064533955,1029427614,1010412226,1023312564,1023429926,1020446969,1030237863,1058642330,1072880039,1076090635
261,1058781385,1051576564,1058642330,1054474931,1043187956,1057132381,1061855166,0,0,1,1652,1075819821,3164833566,1002258144,3144491624,3152705379,3163500127,1012127846,1066907050,1066124441,1065150861,1063707193,1067446537,1064531979,1029328434,1011221594,1023309019,1023204893,1020688938,1030257230,1058642330,1072872515,1076090635
262,1058607334,1051786008,1058642330,1054231259,1043397400,1057132381,1061880332,0,0,1,1655,1075815657,3164277154,1000768798,3145908614,3152478634,3163393871,1012208794,1066902261,1066110267,1065130059,1063690599,1067445704,1064530106,1029228743,1012034972,1023304786,1022958706,1020930030,1030276571,1058642330,1072864853,1076090635
263,1058432280,1051994799,1058642330,1053986184,1043606191,1057132381,1061905498,0,0,1,1657,1075811085,3163715587,999276152,3146706077,3152248482,3163283903,1012288344,1066897385,1066096074,1065109292,1063674133,1067444790,1064528338,1029128486,1012852288,1023299867,1022711127,1021170240,1030295888,1058642330,1072857051,1076090635
264,1058256241,1052202929,1058642330,1053739729,1043814321,1057132381,1061930664,0,0,1,1659,1075806104,3163149159,997316891,3147502062,3152014972,3163170269,1012366491,1066892422,1066081862,1065088563,1063657795,1067443794,1064526675,1029027666,1013673394,1023294266,1022462170,1021409561,1030315181,1058642330,1072849111,1076090635
265,1058079233,1052410383,1058642330,1053491918,1044021775,1057132381,1061955830,0,0,1,1662,1075800714,3162578160,994320975,3148296475,3151778160,3163053013,1012443226,1066887372,1066067633,1065067875,1063641588,1067442716,1064525116,1028926270,1014498278,1023287984,1022211850,1021647988,1030334453,1058642330,1072841031,1076090635
266,1057901275,1052617147,1058642330,1053242777,1044228539,1057132381,1061980996,0,0,1,1664,1075794917,3161500538,991321122,3149089174,3151538103,3162932183,1012518540,1066882236,1066053385,1065047232,1063625511,1067441556,1064523661,1028824261,1015174239,1023281027,1021960179,1021885515,1030353704,1058642330,1072832813,1076090635
267,1057722385,1052823211,1058642330,1052992331,1044434603,1057132381,1062006162,0,0,1,1667,1075788711,3160341987,986780760,3149880039,3151294852,3162807827,1012592427,1066877014,1066039120,1065026637,1063609566,1067440315,1064522312,1028721624,1015590351,1023273396,1021707173,1022122135,1030372935,1058642330,1072824458,1076090635
268,1057542579,1053028565,1058642330,1052740602,1044639957,1057132381,1062031327,0,0,1,1669,1075782098,3159176039,980074512,3150668944,3151048460,3162679994,1012664880,1066871706,1066024837,1065006092,1063593755,1067438992,1064521068,1028618348,1016008220,1023265096,1021452843,1022357842,1030392150,1058642330,1072815965,1076090635
269,1057361874,1053233202,1058642330,1052487615,1044844594,1057132381,1062056494,0,0,1,1672,1075775078,3158003258,961351430,3151455781,3150798976,3162548733,1012735892,1066866313,1066010538,1064985602,1063578079,1067437588,1064519929,1028514410,1016427811,1023256130,1021197203,1022592633,1030411352,1058642330,1072807336,1076090635
270,1057180293,1053437106,1058642330,1052233402,1045048498,1057132381,1062081660,0,0,1,1675,1075767650,3156824287,3120839499,3152240382,3150546464,3162322990,1012805453,1066860834,1065996222,1064965169,1063562538,1067436103,1064518896,1028409755,1016849083,1023246500,1020940269,1022826502,1030430538,1058642330,1072798570,1076090635
271,1056997852,1053640258,1058642330,1051977985,1045251650,1057132381,1062106825,0,0,1,1677,1075759816,3155639725,3130906785,3153022670,3150290989,3162047091,1012873558,1066855272,1065981891,1064944797,1063547135,1067434536,1064517968,1028304395,1017272026,1023236208,1020682055,1023059440,1030449710,1058642330,1072789671,1076090635
272,1056664530,1053842653,1058642330,1051721388,1045454045,1057132381,1062131991,0,0,1,1680,1075751575,3154450119,3136915096,3153802508,3150032599,3161764664,1012940201,1066849624,1065967543,1064924489,1063531870,1067432888,1064517146,1028198313,1017696546,1023225262,1020422573,1023291443,1030468874,1058642330,1072780634,1076090635
273,1056296316,1054044288,1058642330,1051463639,1045655680,1057132381,1062157157,0,0,1,1682,1075742928,3152395589,3140128896,3154348183,3149771344,3161475823,1013005373,1066843892,1065953181,1064904248,1063516744,1067431158,1064516430,1028091470,1018122580,1023213662,1020161839,1023466342,1030488030,1058642330,1072771463,1076090635
274,1055926492,1054245135,1058642330,1051204762,1045856527,1057132381,1062182322,0,0,1,1685,1075733875,3149999926,3143127124,3154735469,3149507302,3161180683,1013069069,1066838077,1065938803,1064884077,1063501759,1067429348,1064515819,1027983873,1018550138,1023201412,1019899867,1023581399,1030507176,1058642330,1072762159,1076090635
275,1055555094,1054445193,1058642330,1050944783,1046056585,1057132381,1062207488,0,0,1,1687,1075724417,3147597853,3145924506,3155121347,3149240521,3160879362,1013131284,1066832178,1065924411,1064863979,1063486916,1067427456,1064515315,1027875494,1018979131,1023188514,1019636671,1023695982,1030526317,1058642330,1072752720,1076090635
276,1055182159,1054644447,1058642330,1050683729,1046255839,1057132381,1062232654,0,0,1,1690,1075714554,3144653175,3147418820,3155505758,3148971063,3160571982,1013192009,1066826195,1065910004,1064843958,1063472216,1067425484,1064514917,1027766295,1019409521,1023174974,1019372264,1023810086,1030545457,1058642330,1072743147,1076090635
277,1054807725,1054842889,1058642330,1050421625,1046454281,1057132381,1062257820,0,0,1,1692,1075704285,3139830695,3148910048,3155888641,3148698987,3160258663,1013251240,1066820130,1065895583,1064824016,1063457660,1067423430,1064514625,1027656280,1019841232,1023160793,1019106663,1023923708,1030564592,1058642330,1072733443,1076090635
278,1054431828,1055040513,1058642330,1050158497,1046651905,1057132381,1062282986,0,0,1,1695,1075693613,3132666022,3150397733,3156269929,3148424348,3159939534,1013308969,1066813982,1065881149,1064804157,1063443248,1067421295,1064514438,1027545424,1020274201,1023145976,1018839880,1024036847,1030583727,1058642330,1072723607,1076090635
279,1054054506,1055237295,1058642330,1049894372,1046848687,1057132381,1062308152,0,0,1,1697,1075682537,3113551929,3151881418,3156649577,3148147223,3159614718,1013365193,1066807753,1065866702,1064784384,1063428983,1067419080,1064514359,1027433695,1020708451,1023130528,1018571931,1024149500,1030602864,1058642330,1072713640,1076090635
280,1053675799,1055433231,1058642330,1049629277,1047044623,1057132381,1062333318,0,0,1,1700,1075671057,979132706,3153360691,3157027518,3147867666,3159284349,1013419904,1066801441,1065852242,1064764699,1063414865,1067416784,1064514385,1027321077,1021143866,1023114447,1018302829,1024261664,1030622002,1058642330,1072703541,1076090635
281,1053295743,1055628315,1058642330,1049363238,1047239707,1057132381,1062358483,0,0,1,1702,1075659174,989907675,3154475812,3157403688,3147585732,3158948558,1013473099,1066795048,1065837769,1064745107,1063400896,1067414408,1064514517,1027207560,1021580375,1023097742,1018032591,1024373337,1030641145,1058642330,1072693312,1076090635
282,1052914375,1055822525,1058642330,1049096280,1047433917,1057132381,1062383649,0,0,1,1705,1075646888,994733243,3155210296,3157778039,3147301501,3158607477,1013524770,1066788574,1065823284,1064725610,1063387076,1067411950,1064514756,1027093124,1022017970,1023080415,1017761229,1024484515,1030660293,1058642330,1072682954,1076090635
283,1052531735,1056015855,1058642330,1048828432,1047627247,1057132381,1062408815,0,0,1,1707,1075634200,998898224,3155941876,3158150508,3147015028,3158261246,1013574912,1066782019,1065808788,1064706210,1063373407,1067409413,1064515100,1026977746,1022456563,1023062468,1017488760,1024595197,1030679450,1058642330,1072672466,1076090635
284,1052147861,1056208295,1058642330,1048543440,1047819687,1057132381,1062433980,0,0,1,1710,1075621111,1001303074,3156670328,3158521037,3146726379,3157910002,1013623522,1066775384,1065794280,1064686912,1063359890,1067406795,1064515551,1026861411,1022896079,1023043906,1017215199,1024705378,1030698615,1058642330,1072661850,1076090635
285,1051762790,1056399833,1058642330,1048004341,1048011225,1057132381,1062459146,0,0,1,1712,1075607621,1003702128,3157395429,3158889565,3146435618,3157553885,1013670595,1066768668,1065779761,1064667718,1063346525,1067404097,1064516108,1026744100,1023336478,1023024732,1016940561,1024815058,1030717793,1058642330,1072651104,1076090635
286,1051376562,1056590466,1058642330,1047463622,1048201858,1057132381,1062484312,0,0,1,1715,1075593730,1006094171,3158116957,3159256031,3146142800,3157193038,1013716123,1066761873,1065765232,1064648631,1063333313,1067401319,1064516771,1026625792,1023593924,1023004948,1016664860,1024924235,1030736984,1058642330,1072640232,1076090635
287,1050989215,1056780170,1058642330,1046921336,1048391562,1057132381,1062509478,0,0,1,1717,1075579439,1007555453,3158834711,3159620390,3145848012,3156827604,1013760106,1066754999,1065750692,1064629654,1063320256,1067398461,1064517539,1026506472,1023814910,1022984562,1016388112,1025032905,1030756188,1058642330,1072629234,1076090635
288,1050600787,1056966774,1058642330,1046377537,1048578166,1057132381,1062534644,0,0,1,1720,1075564748,1008742651,3159548431,3159982578,3145374619,3156457732,1013802537,1066748046,1065736142,1064610790,1063307355,1067395522,1064518414,1026386129,1024036243,1022963574,1016110333,1025141065,1030775410,1058642330,1072618109,1076090635
289,1050211319,1057060690,1058642330,1045832282,1048672082,1057132381,1062559810,0,0,1,1722,1075549660,1009924536,3160257918,3160342532,3144777499,3156083568,1013843412,1066741014,1065721582,1064592042,1063294611,1067392505,1064519394,1026264732,1024257868,1022941988,1015831538,1025248715,1030794649,1058642330,1072606858,1076090635
290,1049820848,1057154127,1058642330,1045285622,1048765519,1057132381,1062584976,0,0,1,1724,1075534172,1011100507,3160962958,3160700210,3144176835,3155705261,1013882727,1066733905,1065707014,1064573413,1063282024,1067389407,1064520479,1026142290,1024479787,1022919808,1015551743,1025355850,1030813907,1058642330,1072595483,1076090635
291,1049429414,1057247079,1058642330,1044737615,1048858471,1057132381,1062610141,0,0,1,1727,1075518287,1012269970,3161663330,3161055548,3143572748,3155322964,1013920478,1066726718,1065692436,1064554906,1063269596,1067386230,1064521670,1026018763,1024701949,1022897038,1015270965,1025462468,1030833188,1058642330,1072583984,1076090635
292,1049037056,1057339545,1058642330,1044188313,1048950937,1057132381,1062635307,0,0,1,1729,1075502004,1013432333,3162358822,3161408491,3142965371,3154936829,1013956662,1066719454,1065677850,1064536524,1063257327,1067382974,1064522966,1025894152,1024924308,1022873682,1014956869,1025568566,1030852491,1058642330,1072572362,1076090635
293,1048643813,1057431518,1058642330,1043637773,1049042910,1057132381,1062660473,0,0,1,1732,1075485325,1014587007,3162777219,3161758984,3142354839,3154547010,1013991274,1066712112,1065663256,1064518269,1063245219,1067379638,1064524368,1025768427,1025146848,1022849742,1014391472,1025674144,1030871818,1058642330,1072560615,1076090635
294,1047923447,1057522996,1058642330,1043086048,1049134388,1057132381,1062685638,0,0,1,1734,1075468251,1015377488,3163119767,3162106967,3141741273,3154153664,1014024312,1066704694,1065648655,1064500145,1063233272,1067376223,1064525874,1025641589,1025369516,1022825224,1013824205,1025779198,1030891172,1058642330,1072548746,1076090635
295,1047133637,1057613971,1058642330,1042533181,1049225363,1057132381,1062710805,0,0,1,1737,1075450781,1015946274,3163459567,3162452402,3141124829,3153397268,1014055772,1066697200,1065634045,1064482153,1063221487,1067372729,1064527485,1025513648,1025592292,1022800129,1013255096,1025883727,1030910556,1058642330,1072536755,1076090635
296,1046342314,1057704433,1058642330,1041979255,1049315825,1057132381,1062735971,0,0,1,1740,1075432917,1016510321,3163796505,3162650217,3140505665,3152597413,1014085651,1066689631,1065619429,1064464298,1063209865,1067369156,1064529200,1025384508,1025815151,1022774463,1012684184,1025987726,1030929968,1058642330,1072524645,1076090635
297,1045549535,1057794383,1058642330,1041424310,1049405775,1057132381,1062761136,0,0,1,1742,1075414659,1017069380,3164130470,3162820291,3139883901,3151791454,1014113946,1066681987,1065604806,1064446582,1063198408,1067365505,1064531020,1025254214,1026038043,1022748229,1012111501,1026091195,1030949411,1058642330,1072512415,1076090635
298,1044755383,1057883818,1058642330,1040868403,1049495210,1057132381,1062786302,0,0,1,1745,1075396008,1017623155,3164461367,3162989003,3139259659,3150979716,1014140653,1066674267,1065590177,1064429008,1063187116,1067361774,1064532943,1025122753,1026260904,1022721430,1011537083,1026194130,1030968889,1058642330,1072500063,1076090635
299,1043959934,1057972725,1058642330,1040311589,1049584117,1057132381,1062811468,0,0,1,1747,1075376965,1018171367,3164789098,3163156332,3138633116,3150162520,1014165771,1066666474,1065575542,1064411578,1063175989,1067357966,1064534971,1024990111,1026483760,1022694072,1010960962,1026296530,1030988402,1058642330,1072487594,1076090635
300,1043163268,1058061104,1058642330,1039320453,1049672496,1057132381,1062836634,1,0,0,1750,1075357530,1018713739,3165113560,3163322247,3138004395,3149340196,1014189297,1066658606,1065560901,1064394295,1063165030,1067354079,1064537102,1024847805,1026706522,1022668056,1010383174,1026398391,1031007952,1058642330,1072475005,1076090635
301,1042365467,1058148950,1058642330,1038203532,1049760342,1057132381,1062861800,1,0,0,1752,1075337705,1019249994,3165434653,3163486724,3137373636,3148513072,1014211228,1066650665,1065546256,1064377162,1063154237,1067350114,1064539336,1024704491,1026929156,1022641478,1009803754,1026499710,1031027539,1058642330,1072462299,1076090635
302,1041566609,1058236256,1058642330,1037085131,1049847648,1057132381,1062886966,1,0,0,1755,1075317489,1019779863,3165752281,3163649738,3136142574,3147681478,1014231563,1066642652,1065531605,1064360182,1063143613,1067346071,1064541674,1024560165,1027151648,1022614346,1009222737,1026600487,1031047168,1058642330,1072449479,1076090635
303,1040766774,1058323023,1058642330,1035965362,1049934415,1057132381,1062912132,1,0,0,1757,1075296885,1020303075,3166066346,3163811259,3134873721,3146845748,1014250299,1066634565,1065516950,1064343356,1063133158,1067341950,1064544114,1024414816,1027373920,1022586658,1008640159,1026700719,1031066837,1058642330,1072436539,1076090635
304,1039744693,1058409238,1058642330,1034844338,1050020630,1057132381,1062937297,1,0,0,1760,1075275892,1020819368,3166376752,3163971268,3133601689,3146006215,1014267434,1066626407,1065502291,1064326689,1063122874,1067337751,1064546656,1024268439,1027595989,1022558423,1008056056,1026800403,1031086550,1058642330,1072423487,1076090635
305,1038141596,1058494901,1058642330,1033722170,1050106293,1057132381,1062962463,1,0,0,1762,1075254511,1021328467,3166683411,3164129738,3132326724,3144598432,1014282967,1066618177,1065487628,1064310182,1063112760,1067333475,1064549301,1024121022,1027817774,1022529644,1007470465,1026899536,1031106310,1058642330,1072410319,1076090635
306,1036537026,1058580007,1058642330,1032598971,1050191399,1057132381,1062987629,1,0,0,1765,1075232744,1021830139,3166986213,3164286639,3131049070,3142906174,1014296897,1066609875,1065472961,1064293838,1063102817,1067329122,1064552047,1023972561,1028039255,1022500322,1006883423,1026998118,1031126116,1058642330,1072397035,1076090635
307,1034931144,1058664549,1058642330,1031150923,1050275941,1057132381,1063012794,1,0,0,1767,1075210590,1022324119,3167285074,3164441955,3129769097,3141208335,1014309220,1066601503,1065458292,1064277659,1063093047,1067324691,1064554895,1023823051,1028260391,1022470462,1005956975,1027096144,1031145971,1058642330,1072383640,1076090635
308,1033324109,1058748523,1058642330,1028901074,1050359915,1057132381,1063037960,1,0,0,1770,1075188052,1022810154,3167579902,3164595658,3128023323,3139505593,1014319938,1066593061,1065443620,1064261648,1063083450,1067320183,1064557843,1023672488,1028481131,1022440070,1004777312,1027193613,1031165876,1058642330,1072370133,1076090635
309,1031633381,1058831925,1058642330,1026649837,1050443317,1057132381,1063063126,1,0,0,1772,1075165128,1023288000,3167870608,3164747724,3125455668,3137798628,1014329048,1066584549,1065428946,1064245808,1063074027,1067315598,1064560893,1023520863,1028701451,1022409150,1003594975,1027290521,1031185836,1058642330,1072356514,1076090635
310,1028415669,1058914750,1058642330,1024397439,1050526142,1057132381,1063088292,1,0,0,1775,1075141823,1023583795,3168157102,3164898127,3122885026,3134836859,1014336549,1066575968,1065414270,1064230141,1063064778,1067310937,1064564042,1023326165,1028921302,1022377704,1002410040,1027386868,1031205848,1058642330,1072342784,1076090635
311,1025196616,1058996996,1058642330,1020878027,1050608388,1057132381,1063113458,1,0,0,1777,1075118135,1023814168,3168439294,3165046844,3120061609,3131410144,1014342442,1066567318,1065399592,1064214650,1063055704,1067306200,1064567292,1023018657,1029140635,1022345737,1001222587,1027482651,1031225916,1058642330,1072328944,1076090635
312,1020542914,1059078653,1058642330,1016369928,1050690045,1057132381,1063138624,1,0,0,1780,1075094065,1024040085,3168717109,3165193856,3114911842,3127007393,1014346724,1066558600,1065384914,1064199336,1063046806,1067301386,1064570641,1022709002,1029359425,1022313252,1000032692,1027577865,1031246041,1058642330,1072314995,1076090635
313,1013181198,1059159720,1058642330,1008700144,1050771112,1057132381,1063163790,1,0,0,1782,1075069615,1024261442,3168990446,3165339136,3107345575,3119716524,1014349397,1066549814,1065370234,1064184203,1063038085,1067296496,1064574089,1022397204,1029577634,1022280254,998840439,1027672510,1031266223,1058642330,1072300938,1076090635
314,989496846,1059240193,1058642330,984571350,1050851585,1057132381,1063188955,1,0,0,1784,1075044785,1024478120,3169259227,3165482661,3083363864,3095764169,1014350459,1066540960,1065355554,1064169252,1063029541,1067291530,1064577636,1022083265,1029795202,1022246748,997047461,1027766584,1031286467,1058642330,1072286771,1076090635
315,3156560472,1059320065,1058642330,3152504853,1050931457,1057132381,1063214121,1,0,0,1787,1075019577,1024690012,3169523370,3165624412,956578635,967855540,1014349910,1066532040,1065328532,1064154486,1063021175,1067286488,1064581280,1021767178,1030012106,1022212735,994654005,1027860083,1031306774,1058642330,1072272499,1076090635
316,3165974683,1059399332,1058642330,3162329305,1051010724,1057132381,1063239287,1,0,0,1789,1074993990,1024897010,3169782796,3165764365,965787102,977336390,1014347751,1066523054,1065299173,1064139908,1063012988,1067281371,1064585023,1021448947,1030228302,1022178222,992256322,1027953005,1031327145,1058642330,1072258122,1076090635
317,3171654580,1059477990,1058642330,3166925717,1051089382,1057132381,1063264452,1,0,0,1792,1074968028,1025099007,3170037424,3165902499,970937792,982833912,1014343981,1066514002,1065269815,1064125519,1063004980,1067276178,1064588863,1021128573,1030443743,1022143212,989853415,1028045346,1031347580,1058642330,1072243639,1076090635
318,3174873992,1059556036,1058642330,3171163359,1051167428,1057132381,1063289618,1,0,0,1794,1074941690,1025295904,3170287177,3166038791,974581858,986262159,1014338601,1066504884,1065240459,1064111322,1062997151,1067270911,1064592799,1020806061,1030658390,1022107710,985042151,1028137107,1031368085,1058642330,1072229050,1076090635
319,3178092167,1059633465,1058642330,3173416082,1051244857,1057132381,1063314784,1,0,0,1797,1074914977,1025487599,3170531977,3166173217,977153413,989685132,1014331612,1066495702,1065211106,1064097319,1062989503,1067265568,1064596832,1020481417,1030872208,1022071720,978979767,1028228284,1031388657,1058642330,1072214359,1076090635
320,3180295608,1059710271,1058642330,3175667713,1051321663,1057132381,1063339950,1,0,0,1799,1074887891,1025673996,3170771750,3166305762,979722082,991478604,1014323014,1066486455,1065181756,1064083512,1062982036,1067260151,1064600960,1020154641,1031085153,1022035244,965577853,1028318873,1031409299,1058642330,1072199563,1076090635
321,3181903014,1059786452,1058642330,3177918082,1051397844,1057132381,1063365116,1,0,0,1802,1074860432,1025855001,3170950130,3166436403,981877293,993182805,1014312809,1066477145,1065152410,1064069904,1062974750,1067254659,1064605184,1019825816,1031297183,1021998290,3113838634,1028408874,1031430014,1058642330,1072184667,1076090635
322,3183509281,1059862001,1058642330,3179724644,1051473393,1057132381,1063390282,1,0,0,1805,1074832602,1026030521,3171064880,3166565122,983157956,994882281,1014300997,1066467771,1065123070,1064056496,1062967646,1067249093,1064609502,1019494779,1031508259,1021960860,3126878263,1028498282,1031450804,1058642330,1072169669,1076090635
323,3185114287,1059936917,1058642330,3180848148,1051548309,1057132381,1063415448,1,0,0,1807,1074804402,1026200468,3171177009,3166691890,984436393,996576390,1014287578,1066458335,1065093735,1064043291,1062960726,1067243453,1064613915,1019161662,1031718326,1021922957,3132759471,1028587096,1031471668,1058642330,1072154571,1076090635
324,3186717869,1060011191,1058642330,3181970655,1051622583,1057132381,1063440614,1,0,0,1810,1074775832,1026364756,3171286482,3166816697,985712233,998254404,1014272556,1066448836,1065064407,1064030290,1062953988,1067237739,1064618421,1018826459,1031863079,1021884588,3137474733,1028675312,1031492608,1058642330,1072139373,1076090635
325,3187995455,1060084823,1058642330,3183092056,1051696215,1057132381,1063465780,1,0,0,1812,1074746895,1026523303,3171393266,3166939517,986985231,999095077,1014255931,1066439276,1065035086,1064017496,1062947434,1067231952,1064623020,1018489199,1031967055,1021845754,3139902679,1028762928,1031513628,1058642330,1072124077,1076090635
326,3188795585,1060157807,1058642330,3184212238,1051769199,1057132381,1063490946,1,0,0,1815,1074717590,1026676026,3171497328,3167060333,988255100,999932055,1014237705,1066429656,1065005774,1064004911,1062941064,1067226091,1064627711,1018149889,1032070472,1021806464,3142333085,1028849941,1031534730,1058642330,1072108685,1076090635
327,3189594763,1060230139,1058642330,3185331087,1051841531,1057132381,1063516111,1,0,0,1817,1074687920,1026822849,3171598637,3167179130,989521554,1000765002,1014217879,1066419974,1064976469,1063992537,1062934879,1067220157,1064632495,1017808540,1032173308,1021766719,3144765763,1028936349,1031555911,1058642330,1072093194,1076090635
328,3190392910,1060301819,1058642330,3186448493,1051913211,1057132381,1063541277,1,0,0,1820,1074657885,1026963699,3171697160,3167295882,990320047,1001593586,1014196456,1066410232,1064947175,1063980375,1062928879,1067214150,1064637369,1017465178,1032275531,1021726524,3146464263,1029022149,1031577178,1058642330,1072077607,1076090635
329,3191189945,1060372836,1058642330,3187564342,1051984228,1057132381,1063566443,1,0,0,1822,1074627486,1027098503,3171792869,3167410579,990949432,1002417476,1014173438,1066400431,1064917890,1063968427,1062923065,1067208070,1064642334,1017119815,1032377145,1021685884,3147682588,1029107338,1031598528,1058642330,1072061925,1076090635
330,3191985790,1060443190,1058642330,3188174782,1052054582,1057132381,1063591608,1,0,0,1825,1074596726,1027227190,3171885736,3167523195,991576684,1003236339,1014148827,1066390571,1064888616,1063956696,1062917436,1067201918,1064647389,1016772478,1032478115,1021644802,3148901763,1029191914,1031619964,1058642330,1072046149,1076090635
331,3192780365,1060512879,1058642330,3188730985,1052124271,1057132381,1063616774,1,0,0,1827,1074565605,1027349701,3171975728,3167633717,992201681,1004049852,1014122625,1066380652,1064859354,1063945184,1062911995,1067195694,1064652534,1016423198,1032578424,1021603284,3150121688,1029275876,1031641487,1058642330,1072030279,1076090635
332,3193573589,1060581893,1058642330,3189286242,1052193285,1057132381,1063641940,1,0,0,1830,1074534122,1027465972,3172062819,3167742130,992824243,1004857687,1014094836,1066370676,1064830104,1063933891,1062906740,1067189397,1064657767,1016071980,1032678057,1021561334,3151342266,1029359218,1031663103,1058642330,1072014317,1076090635
333,3194365385,1060650233,1058642330,3189840499,1052261625,1057132381,1063667106,1,0,0,1832,1074502282,1027575943,3172146983,3167848410,993444251,1005659521,1014065462,1066360643,1064800868,1063922820,1062901672,1067183029,1064663088,1015718872,1032776982,1021518955,3152563394,1029441938,1031684808,1058642330,1071998264,1076090635
334,3195155673,1060717894,1058642330,3190393701,1052329286,1057132381,1063692272,1,0,0,1835,1074470085,1027679558,3172228196,3167952544,994061563,1006455035,1014034506,1066350553,1064771645,1063911973,1062896792,1067176590,1064668496,1015363895,1032875186,1021476153,3153784973,1029524034,1031706607,1058642330,1071982120,1076090635
335,3195944373,1060784871,1058642330,3190945791,1052396263,1057132381,1063717438,1,0,0,1837,1074437531,1027776766,3172306430,3168054521,994676041,1006938434,1014001970,1066340407,1064742436,1063901350,1062892100,1067170079,1064673991,1014992570,1032972646,1021432932,3154561755,1029605502,1031728501,1058642330,1071965887,1076090635
336,3196395528,1060851164,1058642330,3191496715,1052462556,1057132381,1063742604,1,0,0,1840,1074404623,1027867516,3172381662,3168154316,995287567,1007329393,1013967859,1066330205,1064713243,1063890955,1062887597,1067163497,1064679572,1014275298,1033069343,1021389298,3155172842,1029686342,1031750488,1058642330,1071949563,1076090635
337,3196788172,1060916765,1058642330,3192046417,1052528157,1057132381,1063767770,1,0,0,1842,1074371361,1027951762,3172453872,3168251918,995895964,1007716719,1013932175,1066319948,1064684066,1063880788,1062883282,1067156845,1064685238,1013554465,1033165259,1021345254,3155783999,1029766548,1031772573,1058642330,1071933152,1076090635
338,3197179905,1060981671,1058642330,3192594843,1052593063,1057132381,1063792936,1,0,0,1845,1074337746,1028029464,3172523034,3168347316,996501115,1008100255,1013894923,1066309637,1064654906,1063870851,1062879157,1067150122,1064690989,1012830059,1033260382,1021300806,3156395175,1029846119,1031794756,1058642330,1071916655,1076090635
339,3197570687,1061045881,1058642330,3193141938,1052657273,1057132381,1063818100,1,0,0,1847,1074303781,1028100581,3172589127,3168440485,997102903,1008479849,1013856106,1066299272,1064625763,1063861145,1062875221,1067143329,1064696824,1012101251,1033354678,1021255956,3157006315,1029925052,1031807911,1058642330,1071900071,1076090635
340,3197960479,1061109388,1058642330,3193687646,1052720780,1057132381,1063843266,1,0,0,1849,1074269465,1028165077,3172652133,3168531420,997701153,1008855350,1013815727,1066288854,1064596638,1063851673,1062871474,1067136466,1064702742,1011368094,1033448139,1021210712,3157617365,1030003343,1031819104,1058642330,1071883402,1076090635
341,3198349242,1061172190,1058642330,3194231915,1052783582,1057132381,1063868432,1,0,0,1852,1074234802,1028222919,3172712031,3168620100,998270051,1009226606,1013773792,1066278384,1064567532,1063842436,1062867918,1067129533,1064708742,1010630678,1033540739,1021165077,3158228273,1030080989,1031830348,1058642330,1071866650,1076090635
342,3198736938,1061234284,1058642330,3194774689,1052845676,1057132381,1063893598,1,0,0,1854,1074199793,1028274079,3172768804,3168706513,998565456,1009593469,1013730303,1066267861,1064538446,1063833434,1062864552,1067122531,1064714823,1009889065,1033632465,1021119056,3158838983,1030157989,1031841645,1058642330,1071849813,1076090635
